earth_date_time,mars_date_time,sol_number,max_ground_temp(°C),min_ground_temp(°C),max_air_temp(°C),min_air_temp(°C),mean_pressure(Pa),wind_speed(m/h),humidity(%),sunrise,sunset,UV_Radiation,weather
"Earth, 2021-07-14 UTC","Mars, Month 3 - LS 71°",Sol 3177,-21,-79,-6,-92,861,Value not available,Value not available,06:00,17:44,moderate,Sunny
"Earth, 2021-07-13 UTC","Mars, Month 3 - LS 71°",Sol 3176,-23,-80,-8,-90,862,Value not available,Value not available,06:00,17:44,moderate,Sunny
"Earth, 2021-07-12 UTC","Mars, Month 3 - LS 70°",Sol 3175,-24,-79,-6,-83,863,Value not available,Value not available,06:00,17:44,moderate,Sunny
"Earth, 2021-07-11 UTC","Mars, Month 3 - LS 70°",Sol 3174,-26,-78,-6,-84,863,Value not available,Value not available,06:01,17:44,moderate,Sunny
"Earth, 2021-07-10 UTC","Mars, Month 3 - LS 69°",Sol 3173,-23,-79,-7,-83,864,Value not available,Value not available,06:01,17:44,moderate,Sunny
"Earth, 2021-07-09 UTC","Mars, Month 3 - LS 69°",Sol 3172,-23,-78,-7,-94,864,Value not available,Value not available,06:01,17:45,moderate,Sunny
"Earth, 2021-07-08 UTC","Mars, Month 3 - LS 68°",Sol 3171,-19,-79,-6,-93,865,Value not available,Value not available,06:01,17:45,moderate,Sunny
"Earth, 2021-07-07 UTC","Mars, Month 3 - LS 68°",Sol 3170,-21,-79,-8,-84,866,Value not available,Value not available,06:01,17:45,moderate,Sunny
"Earth, 2021-07-06 UTC","Mars, Month 3 - LS 67°",Sol 3169,-23,-79,-7,-84,865,Value not available,Value not available,06:02,17:46,moderate,Sunny
"Earth, 2021-07-05 UTC","Mars, Month 3 - LS 67°",Sol 3168,-23,-78,-7,-84,864,Value not available,Value not available,06:02,17:46,moderate,Sunny
"Earth, 2021-07-04 UTC","Mars, Month 3 - LS 67°",Sol 3167,-24,-79,-5,-88,867,Value not available,Value not available,06:02,17:46,moderate,Sunny
"Earth, 2021-07-03 UTC","Mars, Month 3 - LS 66°",Sol 3166,-23,-79,-7,-86,867,Value not available,Value not available,06:02,17:46,moderate,Sunny
"Earth, 2021-07-02 UTC","Mars, Month 3 - LS 66°",Sol 3165,-23,-80,-6,-94,867,Value not available,Value not available,06:02,17:47,moderate,Sunny
"Earth, 2021-07-01 UTC","Mars, Month 3 - LS 65°",Sol 3164,-25,-79,-7,-93,867,Value not available,Value not available,06:03,17:47,moderate,Sunny
"Earth, 2021-06-30 UTC","Mars, Month 3 - LS 65°",Sol 3163,-25,-78,-6,-79,868,Value not available,Value not available,06:03,17:47,moderate,Sunny
"Earth, 2021-06-29 UTC","Mars, Month 3 - LS 64°",Sol 3162,-28,-78,-4,-84,868,Value not available,Value not available,06:03,17:47,moderate,Sunny
"Earth, 2021-06-27 UTC","Mars, Month 3 - LS 64°",Sol 3161,-23,-78,-6,-84,870,Value not available,Value not available,06:03,17:48,moderate,Sunny
"Earth, 2021-06-26 UTC","Mars, Month 3 - LS 63°",Sol 3160,-28,-78,-6,-86,869,Value not available,Value not available,06:04,17:48,moderate,Sunny
"Earth, 2021-06-25 UTC","Mars, Month 3 - LS 63°",Sol 3159,-26,-78,-6,-92,869,Value not available,Value not available,06:04,17:48,moderate,Sunny
"Earth, 2021-06-24 UTC","Mars, Month 3 - LS 63°",Sol 3158,-26,-78,-8,-79,870,Value not available,Value not available,06:04,17:49,moderate,Sunny
"Earth, 2021-06-23 UTC","Mars, Month 3 - LS 62°",Sol 3157,-25,-78,-16,-80,869,Value not available,Value not available,06:04,17:49,moderate,Sunny
"Earth, 2021-06-22 UTC","Mars, Month 3 - LS 62°",Sol 3156,-26,-79,-13,-91,870,Value not available,Value not available,06:04,17:49,moderate,Sunny
"Earth, 2021-06-21 UTC","Mars, Month 3 - LS 61°",Sol 3155,-29,-78,-13,-81,872,Value not available,Value not available,06:05,17:49,moderate,Sunny
"Earth, 2021-06-20 UTC","Mars, Month 3 - LS 61°",Sol 3154,-21,-78,-9,-83,872,Value not available,Value not available,06:05,17:50,moderate,Sunny
"Earth, 2021-06-19 UTC","Mars, Month 3 - LS 60°",Sol 3153,-24,-77,-9,-91,873,Value not available,Value not available,06:05,17:50,moderate,Sunny
"Earth, 2021-06-18 UTC","Mars, Month 3 - LS 60°",Sol 3152,-22,-80,-11,-94,872,Value not available,Value not available,06:05,17:50,moderate,Sunny
"Earth, 2021-06-17 UTC","Mars, Month 2 - LS 59°",Sol 3151,-21,-79,-8,-82,873,Value not available,Value not available,06:06,17:51,moderate,Sunny
"Earth, 2021-06-16 UTC","Mars, Month 2 - LS 59°",Sol 3150,-26,-78,-12,-81,873,Value not available,Value not available,06:06,17:51,moderate,Sunny
"Earth, 2021-06-15 UTC","Mars, Month 2 - LS 58°",Sol 3149,-26,-78,-10,-84,873,Value not available,Value not available,06:06,17:51,moderate,Sunny
"Earth, 2021-06-14 UTC","Mars, Month 2 - LS 58°",Sol 3148,-31,-77,-11,-85,873,Value not available,Value not available,06:06,17:52,moderate,Sunny
"Earth, 2021-06-13 UTC","Mars, Month 2 - LS 58°",Sol 3147,-23,-80,-8,-85,872,Value not available,Value not available,06:06,17:52,moderate,Sunny
"Earth, 2021-06-12 UTC","Mars, Month 2 - LS 57°",Sol 3146,-22,-79,-12,-85,872,Value not available,Value not available,06:07,17:52,moderate,Sunny
"Earth, 2021-06-11 UTC","Mars, Month 2 - LS 57°",Sol 3145,-24,-79,-12,-83,873,Value not available,Value not available,06:07,17:52,moderate,Sunny
"Earth, 2021-06-10 UTC","Mars, Month 2 - LS 56°",Sol 3144,-19,-79,-14,-84,873,Value not available,Value not available,06:07,17:53,moderate,Sunny
"Earth, 2021-06-09 UTC","Mars, Month 2 - LS 56°",Sol 3143,-21,-79,-7,-87,874,Value not available,Value not available,06:07,17:53,moderate,Sunny
"Earth, 2021-06-08 UTC","Mars, Month 2 - LS 55°",Sol 3142,-21,-79,-9,-87,874,Value not available,Value not available,06:08,17:53,moderate,Sunny
"Earth, 2021-06-07 UTC","Mars, Month 2 - LS 55°",Sol 3141,-28,-79,-9,-88,874,Value not available,Value not available,06:08,17:54,moderate,Sunny
"Earth, 2021-06-06 UTC","Mars, Month 2 - LS 54°",Sol 3140,-23,-80,-3,-82,873,Value not available,Value not available,06:08,17:54,moderate,Sunny
"Earth, 2021-06-05 UTC","Mars, Month 2 - LS 54°",Sol 3139,-22,-80,-16,-82,873,Value not available,Value not available,06:08,17:54,moderate,Sunny
"Earth, 2021-06-04 UTC","Mars, Month 2 - LS 54°",Sol 3138,-26,-79,-8,-84,874,Value not available,Value not available,06:09,17:55,moderate,Sunny
"Earth, 2021-06-03 UTC","Mars, Month 2 - LS 53°",Sol 3137,-28,-78,-14,-83,873,Value not available,Value not available,06:09,17:55,moderate,Sunny
"Earth, 2021-06-02 UTC","Mars, Month 2 - LS 53°",Sol 3136,-28,-77,-14,-84,873,Value not available,Value not available,06:09,17:55,moderate,Sunny
"Earth, 2021-06-01 UTC","Mars, Month 2 - LS 52°",Sol 3135,-23,-78,-18,-83,872,Value not available,Value not available,06:09,17:56,moderate,Sunny
"Earth, 2021-05-31 UTC","Mars, Month 2 - LS 52°",Sol 3134,-22,-78,-16,-85,872,Value not available,Value not available,06:10,17:56,moderate,Sunny
"Earth, 2021-05-30 UTC","Mars, Month 2 - LS 51°",Sol 3133,-22,-78,-19,-78,872,Value not available,Value not available,06:10,17:56,moderate,Sunny
"Earth, 2021-05-29 UTC","Mars, Month 2 - LS 51°",Sol 3132,-23,-77,-17,-84,871,Value not available,Value not available,06:10,17:57,moderate,Sunny
"Earth, 2021-05-28 UTC","Mars, Month 2 - LS 50°",Sol 3131,-23,-76,-18,-87,872,Value not available,Value not available,06:10,17:57,moderate,Sunny
"Earth, 2021-05-27 UTC","Mars, Month 2 - LS 50°",Sol 3130,-22,-77,-19,-90,872,Value not available,Value not available,06:11,17:58,moderate,Sunny
"Earth, 2021-05-19 UTC","Mars, Month 2 - LS 47°",Sol 3123,-21,-71,-14,-80,863,Value not available,Value not available,06:13,18:00,moderate,Sunny
"Earth, 2021-05-18 UTC","Mars, Month 2 - LS 46°",Sol 3122,-24,-76,-15,-83,868,Value not available,Value not available,06:13,18:00,moderate,Sunny
"Earth, 2021-05-17 UTC","Mars, Month 2 - LS 46°",Sol 3121,-20,-77,-16,-84,867,Value not available,Value not available,06:13,18:01,moderate,Sunny
"Earth, 2021-05-16 UTC","Mars, Month 2 - LS 45°",Sol 3120,-22,-76,-14,-83,867,Value not available,Value not available,06:13,18:01,moderate,Sunny
"Earth, 2021-05-15 UTC","Mars, Month 2 - LS 45°",Sol 3119,-24,-76,-10,-82,867,Value not available,Value not available,06:14,18:02,moderate,Sunny
"Earth, 2021-05-14 UTC","Mars, Month 2 - LS 44°",Sol 3118,-26,-76,-11,-80,866,Value not available,Value not available,06:14,18:02,moderate,Sunny
"Earth, 2021-05-13 UTC","Mars, Month 2 - LS 44°",Sol 3117,-20,-77,-5,-86,865,Value not available,Value not available,06:14,18:02,moderate,Sunny
"Earth, 2021-05-12 UTC","Mars, Month 2 - LS 43°",Sol 3116,-17,-77,-4,-82,865,Value not available,Value not available,06:14,18:03,moderate,Sunny
"Earth, 2021-05-11 UTC","Mars, Month 2 - LS 43°",Sol 3115,-19,-77,-4,-83,864,Value not available,Value not available,06:15,18:03,moderate,Sunny
"Earth, 2021-05-10 UTC","Mars, Month 2 - LS 43°",Sol 3114,-15,-78,-5,-86,864,Value not available,Value not available,06:15,18:04,moderate,Sunny
"Earth, 2021-05-09 UTC","Mars, Month 2 - LS 42°",Sol 3113,-20,-77,-6,-83,864,Value not available,Value not available,06:15,18:04,moderate,Sunny
"Earth, 2021-05-08 UTC","Mars, Month 2 - LS 42°",Sol 3112,-19,-77,-3,-81,864,Value not available,Value not available,06:16,18:04,moderate,Sunny
"Earth, 2021-05-07 UTC","Mars, Month 2 - LS 41°",Sol 3111,-21,-77,-3,-89,863,Value not available,Value not available,06:16,18:05,moderate,Sunny
"Earth, 2021-05-06 UTC","Mars, Month 2 - LS 41°",Sol 3110,-17,-77,-4,-81,862,Value not available,Value not available,06:16,18:05,moderate,Sunny
"Earth, 2021-05-05 UTC","Mars, Month 2 - LS 40°",Sol 3109,-20,-73,-5,-79,861,Value not available,Value not available,06:16,18:05,moderate,Sunny
"Earth, 2021-05-04 UTC","Mars, Month 2 - LS 40°",Sol 3108,-26,-73,-13,-91,861,Value not available,Value not available,06:17,18:06,moderate,Sunny
"Earth, 2021-05-03 UTC","Mars, Month 2 - LS 39°",Sol 3107,-24,-76,-14,-82,861,Value not available,Value not available,06:17,18:06,moderate,Sunny
"Earth, 2021-05-02 UTC","Mars, Month 2 - LS 39°",Sol 3106,-27,-75,-12,-83,861,Value not available,Value not available,06:17,18:07,moderate,Sunny
"Earth, 2021-05-01 UTC","Mars, Month 2 - LS 38°",Sol 3105,-28,-74,-12,-84,861,Value not available,Value not available,06:18,18:07,moderate,Sunny
"Earth, 2021-04-30 UTC","Mars, Month 2 - LS 38°",Sol 3104,-25,-74,-11,-90,860,Value not available,Value not available,06:18,18:07,moderate,Sunny
"Earth, 2021-04-29 UTC","Mars, Month 2 - LS 38°",Sol 3103,-24,-74,-11,-92,860,Value not available,Value not available,06:18,18:08,moderate,Sunny
"Earth, 2021-04-28 UTC","Mars, Month 2 - LS 37°",Sol 3102,-25,-74,-12,-78,860,Value not available,Value not available,06:19,18:08,moderate,Sunny
"Earth, 2021-04-27 UTC","Mars, Month 2 - LS 37°",Sol 3101,-25,-78,-10,-85,860,Value not available,Value not available,06:19,18:09,moderate,Sunny
"Earth, 2021-04-26 UTC","Mars, Month 2 - LS 36°",Sol 3100,-25,-74,-11,-84,860,Value not available,Value not available,06:19,18:09,moderate,Sunny
"Earth, 2021-04-25 UTC","Mars, Month 2 - LS 36°",Sol 3099,-26,-73,-9,-83,859,Value not available,Value not available,06:19,18:10,moderate,Sunny
"Earth, 2021-04-24 UTC","Mars, Month 2 - LS 35°",Sol 3098,-28,-74,-11,-91,859,Value not available,Value not available,06:20,18:10,moderate,Sunny
"Earth, 2021-04-23 UTC","Mars, Month 2 - LS 35°",Sol 3097,-24,-75,-12,-84,858,Value not available,Value not available,06:20,18:10,moderate,Sunny
"Earth, 2021-04-22 UTC","Mars, Month 2 - LS 34°",Sol 3096,-26,-73,-12,-82,857,Value not available,Value not available,06:20,18:11,moderate,Sunny
"Earth, 2021-04-21 UTC","Mars, Month 2 - LS 34°",Sol 3095,-26,-74,-12,-80,857,Value not available,Value not available,06:21,18:11,moderate,Sunny
"Earth, 2021-04-20 UTC","Mars, Month 2 - LS 33°",Sol 3094,-26,-75,-12,-84,857,Value not available,Value not available,06:21,18:12,moderate,Sunny
"Earth, 2021-04-19 UTC","Mars, Month 2 - LS 33°",Sol 3093,-26,-72,-10,-81,857,Value not available,Value not available,06:21,18:12,moderate,Sunny
"Earth, 2021-04-18 UTC","Mars, Month 2 - LS 32°",Sol 3092,-26,-74,-10,-79,855,Value not available,Value not available,06:22,18:12,moderate,Sunny
"Earth, 2021-04-17 UTC","Mars, Month 2 - LS 32°",Sol 3091,-26,-74,-9,-79,854,Value not available,Value not available,06:22,18:13,moderate,Sunny
"Earth, 2021-04-16 UTC","Mars, Month 2 - LS 31°",Sol 3090,-26,-73,-10,-82,853,Value not available,Value not available,06:22,18:13,moderate,Sunny
"Earth, 2021-04-15 UTC","Mars, Month 2 - LS 31°",Sol 3089,-29,-74,-12,-89,854,Value not available,Value not available,06:22,18:14,moderate,Sunny
"Earth, 2021-04-13 UTC","Mars, Month 2 - LS 31°",Sol 3088,-27,-75,-7,-86,855,Value not available,Value not available,06:23,18:14,moderate,Sunny
"Earth, 2021-04-12 UTC","Mars, Month 2 - LS 30°",Sol 3087,-26,-75,-7,-94,853,Value not available,Value not available,06:23,18:15,moderate,Sunny
"Earth, 2021-04-11 UTC","Mars, Month 2 - LS 30°",Sol 3086,-23,-75,-6,-86,852,Value not available,Value not available,06:23,18:15,high,Sunny
"Earth, 2021-04-10 UTC","Mars, Month 1 - LS 29°",Sol 3085,-13,-75,-1,-83,853,Value not available,Value not available,06:24,18:15,moderate,Sunny
"Earth, 2021-04-09 UTC","Mars, Month 1 - LS 29°",Sol 3084,-15,-75,-1,-84,852,Value not available,Value not available,06:24,18:16,moderate,Sunny
"Earth, 2021-04-08 UTC","Mars, Month 1 - LS 28°",Sol 3083,-15,-75,-1,-88,852,Value not available,Value not available,06:24,18:16,moderate,Sunny
"Earth, 2021-04-07 UTC","Mars, Month 1 - LS 28°",Sol 3082,-13,-76,0,-89,850,Value not available,Value not available,06:25,18:17,moderate,Sunny
"Earth, 2021-04-06 UTC","Mars, Month 1 - LS 27°",Sol 3081,-16,-76,3,-89,850,Value not available,Value not available,06:25,18:17,moderate,Sunny
"Earth, 2021-04-05 UTC","Mars, Month 1 - LS 27°",Sol 3080,-19,-76,-3,-80,850,Value not available,Value not available,06:25,18:18,moderate,Sunny
"Earth, 2021-04-04 UTC","Mars, Month 1 - LS 26°",Sol 3079,-12,-74,7,-88,849,Value not available,Value not available,06:26,18:18,moderate,Sunny
"Earth, 2021-04-03 UTC","Mars, Month 1 - LS 26°",Sol 3078,-11,-73,7,-80,849,Value not available,Value not available,06:26,18:18,moderate,Sunny
"Earth, 2021-04-02 UTC","Mars, Month 1 - LS 25°",Sol 3077,-12,-74,7,-81,848,Value not available,Value not available,06:26,18:19,moderate,Sunny
"Earth, 2021-04-01 UTC","Mars, Month 1 - LS 25°",Sol 3076,-12,-73,8,-82,847,Value not available,Value not available,06:26,18:19,moderate,Sunny
"Earth, 2021-03-31 UTC","Mars, Month 1 - LS 24°",Sol 3075,-15,-74,5,-93,846,Value not available,Value not available,06:27,18:20,moderate,Sunny
"Earth, 2021-03-30 UTC","Mars, Month 1 - LS 24°",Sol 3074,-15,-74,8,-89,845,Value not available,Value not available,06:27,18:20,moderate,Sunny
"Earth, 2021-03-29 UTC","Mars, Month 1 - LS 23°",Sol 3073,-20,-73,7,-85,846,Value not available,Value not available,06:27,18:21,moderate,Sunny
"Earth, 2021-03-28 UTC","Mars, Month 1 - LS 23°",Sol 3072,-17,-74,7,-82,844,Value not available,Value not available,06:28,18:21,moderate,Sunny
"Earth, 2021-03-27 UTC","Mars, Month 1 - LS 22°",Sol 3071,-16,-74,6,-89,843,Value not available,Value not available,06:28,18:21,moderate,Sunny
"Earth, 2021-03-26 UTC","Mars, Month 1 - LS 22°",Sol 3070,-15,-74,6,-89,843,Value not available,Value not available,06:28,18:22,moderate,Sunny
"Earth, 2021-03-25 UTC","Mars, Month 1 - LS 21°",Sol 3069,-12,-74,6,-89,843,Value not available,Value not available,06:29,18:22,moderate,Sunny
"Earth, 2021-03-24 UTC","Mars, Month 1 - LS 21°",Sol 3068,-18,-74,7,-80,845,Value not available,Value not available,06:29,18:23,moderate,Sunny
"Earth, 2021-03-23 UTC","Mars, Month 1 - LS 21°",Sol 3067,-10,-74,6,-76,840,Value not available,Value not available,06:29,18:23,moderate,Sunny
"Earth, 2021-03-22 UTC","Mars, Month 1 - LS 20°",Sol 3066,-13,-74,6,-90,839,Value not available,Value not available,06:29,18:24,moderate,Sunny
"Earth, 2021-03-21 UTC","Mars, Month 1 - LS 20°",Sol 3065,-13,-77,6,-84,841,Value not available,Value not available,06:30,18:24,moderate,Sunny
"Earth, 2021-03-20 UTC","Mars, Month 1 - LS 19°",Sol 3064,-13,-74,7,-80,840,Value not available,Value not available,06:30,18:24,moderate,Sunny
"Earth, 2021-03-19 UTC","Mars, Month 1 - LS 19°",Sol 3063,-15,-74,6,-86,839,Value not available,Value not available,06:30,18:25,moderate,Sunny
"Earth, 2021-03-18 UTC","Mars, Month 1 - LS 18°",Sol 3062,-15,-73,7,-89,838,Value not available,Value not available,06:31,18:25,moderate,Sunny
"Earth, 2021-03-17 UTC","Mars, Month 1 - LS 18°",Sol 3061,-13,-74,8,-76,837,Value not available,Value not available,06:31,18:26,moderate,Sunny
"Earth, 2021-03-16 UTC","Mars, Month 1 - LS 17°",Sol 3060,-14,-73,7,-79,839,Value not available,Value not available,06:31,18:26,moderate,Sunny
"Earth, 2021-03-15 UTC","Mars, Month 1 - LS 17°",Sol 3059,-16,-77,7,-86,836,Value not available,Value not available,06:32,18:27,moderate,Sunny
"Earth, 2021-03-14 UTC","Mars, Month 1 - LS 16°",Sol 3058,-15,-73,6,-81,837,Value not available,Value not available,06:32,18:27,moderate,Sunny
"Earth, 2021-03-13 UTC","Mars, Month 1 - LS 16°",Sol 3057,-13,-73,7,-79,836,Value not available,Value not available,06:32,18:27,moderate,Sunny
"Earth, 2021-03-12 UTC","Mars, Month 1 - LS 15°",Sol 3056,-14,-74,8,-96,834,Value not available,Value not available,06:32,18:28,moderate,Sunny
"Earth, 2021-03-11 UTC","Mars, Month 1 - LS 15°",Sol 3055,-12,-73,7,-91,832,Value not available,Value not available,06:33,18:28,moderate,Sunny
"Earth, 2021-03-10 UTC","Mars, Month 1 - LS 14°",Sol 3054,-13,-73,7,-78,832,Value not available,Value not available,06:33,18:29,moderate,Sunny
"Earth, 2021-03-09 UTC","Mars, Month 1 - LS 14°",Sol 3053,-12,-73,7,-79,834,Value not available,Value not available,06:33,18:29,moderate,Sunny
"Earth, 2021-03-07 UTC","Mars, Month 1 - LS 13°",Sol 3052,-14,-74,5,-88,834,Value not available,Value not available,06:34,18:30,moderate,Sunny
"Earth, 2021-03-06 UTC","Mars, Month 1 - LS 13°",Sol 3051,-11,-74,5,-87,833,Value not available,Value not available,06:34,18:30,moderate,Sunny
"Earth, 2021-03-05 UTC","Mars, Month 1 - LS 12°",Sol 3050,-11,-73,6,-85,833,Value not available,Value not available,06:34,18:30,moderate,Sunny
"Earth, 2021-03-04 UTC","Mars, Month 1 - LS 12°",Sol 3049,-9,-73,2,-81,832,Value not available,Value not available,06:34,18:31,moderate,Sunny
"Earth, 2021-03-03 UTC","Mars, Month 1 - LS 11°",Sol 3048,-14,-73,3,-83,830,Value not available,Value not available,06:35,18:31,moderate,Sunny
"Earth, 2021-03-02 UTC","Mars, Month 1 - LS 11°",Sol 3047,-15,-72,2,-88,830,Value not available,Value not available,06:35,18:32,moderate,Sunny
"Earth, 2021-03-01 UTC","Mars, Month 1 - LS 10°",Sol 3046,-11,-73,2,-80,830,Value not available,Value not available,06:35,18:32,moderate,Sunny
"Earth, 2021-02-28 UTC","Mars, Month 1 - LS 10°",Sol 3045,-10,-74,6,-81,830,Value not available,Value not available,06:36,18:33,moderate,Sunny
"Earth, 2021-02-27 UTC","Mars, Month 1 - LS 9°",Sol 3044,-6,-74,6,-83,829,Value not available,Value not available,06:36,18:33,moderate,Sunny
"Earth, 2021-02-26 UTC","Mars, Month 1 - LS 9°",Sol 3043,-14,-74,5,-80,828,Value not available,Value not available,06:36,18:33,moderate,Sunny
"Earth, 2021-02-25 UTC","Mars, Month 1 - LS 8°",Sol 3042,-17,-73,5,-85,827,Value not available,Value not available,06:36,18:34,moderate,Sunny
"Earth, 2021-02-24 UTC","Mars, Month 1 - LS 8°",Sol 3041,-13,-73,7,-84,828,Value not available,Value not available,06:37,18:34,moderate,Sunny
"Earth, 2021-02-23 UTC","Mars, Month 1 - LS 7°",Sol 3040,-22,-74,4,-86,828,Value not available,Value not available,06:37,18:35,moderate,Sunny
"Earth, 2021-02-22 UTC","Mars, Month 1 - LS 7°",Sol 3039,-20,-72,0,-79,827,Value not available,Value not available,06:37,18:35,moderate,Sunny
"Earth, 2021-02-21 UTC","Mars, Month 1 - LS 6°",Sol 3038,-10,-74,3,-79,825,Value not available,Value not available,06:37,18:35,moderate,Sunny
"Earth, 2021-02-20 UTC","Mars, Month 1 - LS 6°",Sol 3037,-9,-74,3,-87,825,Value not available,Value not available,06:38,18:36,moderate,Sunny
"Earth, 2021-02-19 UTC","Mars, Month 1 - LS 5°",Sol 3036,-15,-73,5,-73,824,Value not available,Value not available,06:38,18:36,moderate,Sunny
"Earth, 2021-02-18 UTC","Mars, Month 1 - LS 5°",Sol 3035,-8,-74,3,-76,824,Value not available,Value not available,06:38,18:37,moderate,Sunny
"Earth, 2021-02-17 UTC","Mars, Month 1 - LS 4°",Sol 3034,-18,-74,4,-77,825,Value not available,Value not available,06:38,18:37,moderate,Sunny
