,matchId,playerId,playType,bodyPart,x,y,interveningOpponents,interveningTeammates,interferenceOnShooter,minute,second,outcome
319,m_99,p_98,during the match,right foot,11.47,-2.49,6,2,high,82,59,missed opportunity
320,m_18,p_127,during the match,right foot,3.99,-10.23,2,0,high,46,21,missed opportunity
321,m_185,p_20,during the match,left foot,11.47,16.21,1,0,medium,27,1,goalkeeper save
322,m_202,p_42,during the match,right foot,11.72,-7.23,2,0,medium,73,10,goal
323,m_28,p_77,during the match,left foot,22.69,-11.22,3,0,medium,23,22,missed opportunity
324,m_226,p_116,during the match,right foot,24.94,3.74,5,1,medium,6,49,goalkeeper save
325,m_134,p_132,during the match,right foot,24.94,3.74,2,0,medium,49,49,missed opportunity
326,m_182,p_153,during the match,left foot,11.22,9.98,2,0,low,53,39,goalkeeper save
327,m_152,p_85,during the match,right foot,26.19,-7.48,3,0,medium,39,47,missed opportunity
328,m_154,p_108,during the match,right foot,14.46,11.22,2,0,medium,85,40,goalkeeper save
329,m_123,p_57,during the match,right foot,7.73,1.0,1,0,low,78,25,missed opportunity
330,m_138,p_152,during the match,left foot,9.23,-13.97,1,0,medium,8,5,kick to the defense
331,m_191,p_156,direct free kick,left foot,24.19,-10.23,6,1,low,47,2,kick to the defense
332,m_203,p_70,during the match,left foot,24.44,0.25,2,1,high,17,23,kick to the defense
333,m_93,p_86,during the match,right foot,23.69,-15.96,5,2,medium,26,56,missed opportunity
334,m_149,p_148,during the match,left foot,7.23,2.49,2,0,medium,84,7,missed opportunity
335,m_80,p_1,during the match,right foot,1.75,-7.48,1,0,low,7,31,kick to the defense
336,m_106,p_17,during the match,right foot,13.22,2.0,2,0,high,84,50,goalkeeper save
337,m_198,p_36,during the match,head,6.98,2.24,4,1,medium,50,25,goalkeeper save
338,m_175,p_70,during the match,left foot,18.7,-4.74,3,0,low,6,37,goalkeeper save
339,m_230,p_16,direct free kick,right foot,25.44,-7.48,3,0,low,40,57,missed opportunity
340,m_230,p_145,during the match,head,5.99,2.74,1,0,medium,3,5,kick to the crossbar
341,m_53,p_132,during the match,right foot,26.19,0.25,4,0,medium,34,9,missed opportunity
342,m_188,p_113,during the match,right foot,12.47,3.49,1,0,medium,69,33,missed opportunity
343,m_162,p_138,during the match,right foot,26.19,1.25,3,0,low,44,44,kick to the defense
344,m_24,p_29,during the match,right foot,24.94,-0.5,2,0,medium,62,43,goalkeeper save
345,m_27,p_114,during the match,right foot,15.21,-3.49,5,2,high,63,38,missed opportunity
346,m_132,p_24,during the match,right foot,13.22,13.47,3,1,low,34,53,kick to the defense
347,m_208,p_13,during the match,head,4.24,-2.24,1,0,low,31,38,missed opportunity
348,m_79,p_144,during the match,right foot,13.72,-24.44,3,0,medium,82,25,goalkeeper save
349,m_104,p_18,during the match,right foot,13.47,15.46,3,0,medium,85,7,missed opportunity
350,m_86,p_104,during the match,head,14.96,0.0,4,2,medium,27,59,goalkeeper save
351,m_138,p_151,during the match,right foot,26.68,2.49,4,1,medium,7,29,goalkeeper save
352,m_215,p_156,during the match,left foot,11.47,-2.99,2,0,medium,61,19,missed opportunity
353,m_93,p_21,during the match,right foot,18.21,13.22,2,0,medium,36,28,missed opportunity
354,m_218,p_80,during the match,left foot,10.47,-10.47,1,0,medium,46,12,goalkeeper save
355,m_28,p_116,during the match,left foot,24.44,8.23,4,0,low,11,59,kick to the defense
356,m_209,p_3,during the match,right foot,10.23,-11.72,1,0,medium,8,30,goal
357,m_239,p_59,during the match,head,7.23,0.75,2,0,medium,51,25,goalkeeper save
358,m_24,p_22,during the match,right foot,21.7,21.45,3,0,medium,93,2,goalkeeper save
359,m_219,p_159,during the match,right foot,25.44,-2.0,3,0,low,76,25,goalkeeper save
360,m_160,p_92,during the match,head,11.47,9.98,2,0,medium,36,49,missed opportunity
361,m_191,p_106,during the match,right foot,7.98,-1.25,4,0,medium,41,14,kick to the defense
362,m_110,p_10,during the match,right foot,11.22,10.47,2,0,medium,0,18,kick to the defense
363,m_93,p_77,during the match,right foot,17.21,12.97,3,0,high,62,38,kick to the defense
364,m_13,p_25,during the match,right foot,9.98,-13.97,2,0,medium,72,50,missed opportunity
365,m_90,p_31,during the match,right foot,29.18,-2.99,1,0,high,46,58,missed opportunity
366,m_150,p_38,during the match,left foot,9.23,-6.73,2,0,high,33,11,goalkeeper save
367,m_222,p_42,during the match,head,10.47,-2.74,2,0,high,3,51,goalkeeper save
368,m_15,p_119,during the match,right foot,9.73,-10.23,2,0,high,55,13,goalkeeper save
369,m_237,p_11,during the match,right foot,26.43,4.99,2,0,medium,24,9,goalkeeper save
370,m_101,p_2,during the match,right foot,13.97,-9.73,1,0,medium,29,41,goal
371,m_163,p_119,during the match,head,9.73,5.24,2,0,low,45,6,kick to the defense
372,m_207,p_153,during the match,right foot,16.46,-9.73,4,1,low,81,9,goalkeeper save
373,m_69,p_72,during the match,right foot,10.23,1.75,3,0,low,0,46,goal
374,m_66,p_128,direct free kick,right foot,27.18,-9.23,8,3,low,27,22,goalkeeper save
375,m_54,p_92,during the match,head,8.98,-1.75,3,1,medium,36,51,missed opportunity
376,m_75,p_139,during the match,head,7.23,5.49,1,0,medium,29,51,goalkeeper save
377,m_54,p_118,during the match,left foot,23.19,2.74,2,1,medium,73,33,goalkeeper save
378,m_120,p_13,during the match,left foot,14.96,-12.47,1,0,low,85,49,missed opportunity
379,m_218,p_46,during the match,right foot,9.73,17.96,3,0,medium,84,45,missed opportunity
380,m_170,p_15,during the match,head,6.98,3.24,2,1,medium,85,8,missed opportunity
381,m_211,p_132,during the match,left foot,14.22,2.24,2,0,low,61,2,goalkeeper save
382,m_210,p_65,during the match,left foot,3.24,8.48,4,0,low,45,28,missed opportunity
383,m_77,p_20,during the match,right foot,6.48,-1.0,1,0,low,45,3,goal
384,m_114,p_157,during the match,left foot,9.73,11.47,1,0,low,66,4,kick to the defense
385,m_240,p_1,during the match,right foot,24.94,-6.48,4,1,low,38,12,kick to the defense
386,m_199,p_132,during the match,right foot,11.22,8.23,2,0,low,96,28,kick to the defense
387,m_113,p_133,during the match,right foot,6.48,-2.24,3,0,low,75,4,missed opportunity
388,m_82,p_113,during the match,left foot,24.69,12.47,3,1,low,12,15,kick to the defense
389,m_222,p_22,during the match,right foot,24.94,-1.25,3,0,high,53,53,goalkeeper save
390,m_173,p_155,during the match,right foot,11.22,-13.97,2,0,medium,16,37,missed opportunity
391,m_15,p_101,during the match,right foot,14.46,6.48,3,0,medium,70,21,goalkeeper save
392,m_40,p_61,during the match,right foot,4.99,1.0,0,0,low,25,34,goal
393,m_149,p_37,during the match,right foot,7.48,-10.23,3,0,high,68,53,kick to the crossbar
394,m_123,p_84,direct free kick,left foot,20.45,-4.74,7,2,low,19,30,goal
395,m_1,p_46,penalty,right foot,10.97,0.0,1,0,low,59,17,goal
396,m_8,p_81,during the match,right foot,18.7,2.99,2,0,medium,11,45,goal
397,m_109,p_33,during the match,right foot,24.69,-10.23,3,0,low,47,19,missed opportunity
398,m_222,p_98,during the match,right foot,20.95,0.5,6,1,low,53,56,missed opportunity
399,m_118,p_149,direct free kick,right foot,20.2,15.46,7,1,low,83,57,goalkeeper save
400,m_134,p_136,during the match,right foot,14.22,10.97,3,0,medium,80,52,missed opportunity
401,m_113,p_71,during the match,left foot,20.45,-4.24,7,2,low,86,8,missed opportunity
402,m_158,p_103,during the match,left foot,8.98,-1.25,1,0,medium,19,17,missed opportunity
403,m_209,p_6,during the match,left foot,21.2,-17.46,4,0,medium,61,57,missed opportunity
404,m_221,p_29,during the match,head,12.22,-6.73,2,0,low,67,50,goalkeeper save
405,m_66,p_12,during the match,right foot,4.24,-11.97,2,0,high,19,8,goalkeeper save
406,m_76,p_68,during the match,right foot,20.7,11.72,3,0,low,79,48,goalkeeper save
407,m_27,p_143,during the match,right foot,19.95,1.5,3,0,medium,21,7,missed opportunity
408,m_78,p_155,during the match,right foot,8.23,-12.97,5,1,medium,74,32,missed opportunity
409,m_32,p_8,during the match,right foot,8.73,-10.72,2,0,medium,13,32,missed opportunity
410,m_239,p_92,during the match,left foot,12.72,17.96,1,0,medium,79,0,missed opportunity
411,m_44,p_102,during the match,head,8.73,1.5,2,0,medium,12,20,missed opportunity
412,m_109,p_58,during the match,right foot,24.19,-0.5,3,0,low,76,59,goal
413,m_87,p_137,during the match,left foot,27.93,-0.75,4,1,low,2,35,goalkeeper save
414,m_128,p_77,during the match,left foot,10.23,9.73,2,0,low,14,43,goalkeeper save
415,m_110,p_9,during the match,right foot,14.96,-14.46,3,1,low,87,28,goalkeeper save
416,m_61,p_152,during the match,head,2.74,2.24,2,1,medium,24,37,goal
417,m_129,p_157,during the match,head,3.74,-4.74,1,0,low,75,32,goalkeeper save
418,m_146,p_24,during the match,right foot,13.97,-2.99,3,0,medium,22,31,goalkeeper save
419,m_132,p_138,during the match,left foot,10.23,-3.49,1,0,low,40,41,missed opportunity
420,m_68,p_85,during the match,left foot,10.47,14.71,2,0,medium,32,13,missed opportunity
421,m_81,p_97,during the match,head,13.97,-1.5,2,0,low,2,56,goalkeeper save
422,m_143,p_49,during the match,left foot,6.24,-4.49,2,0,high,41,58,goalkeeper save
423,m_6,p_88,during the match,left foot,13.72,8.48,2,0,low,89,52,kick to the defense
424,m_236,p_130,during the match,right foot,6.48,-5.24,2,0,medium,20,56,kick to the defense
425,m_156,p_147,direct free kick,right foot,27.93,14.22,5,1,low,8,17,missed opportunity
426,m_173,p_124,during the match,right foot,9.73,9.48,1,0,medium,18,21,kick to the crossbar
427,m_224,p_86,during the match,left foot,27.93,1.25,6,1,low,78,25,missed opportunity
428,m_98,p_153,during the match,right foot,27.43,17.21,2,0,medium,63,27,missed opportunity
429,m_220,p_152,during the match,right foot,14.71,16.46,2,0,medium,26,24,kick to the defense
430,m_234,p_20,during the match,right foot,11.22,-13.72,2,0,high,76,47,goalkeeper save
431,m_153,p_51,during the match,left foot,12.22,10.47,1,0,medium,52,16,goal
432,m_151,p_105,during the match,head,3.74,-0.5,0,0,medium,50,15,goal
433,m_179,p_83,during the match,right foot,22.2,-13.97,2,0,medium,40,30,missed opportunity
434,m_153,p_22,during the match,right foot,9.23,-1.25,1,0,,33,48,own goal
435,m_177,p_141,direct free kick,right foot,20.2,14.96,5,1,low,86,11,goal
436,m_160,p_48,during the match,right foot,13.47,-5.74,5,2,low,67,13,goalkeeper save
437,m_235,p_77,during the match,left foot,10.47,3.74,1,0,medium,61,37,goalkeeper save
438,m_119,p_96,during the match,right foot,22.69,-9.73,3,1,low,41,24,goalkeeper save
439,m_158,p_134,during the match,right foot,25.19,-10.97,3,0,low,82,49,kick to the defense
440,m_143,p_96,during the match,head,9.73,-9.73,2,1,high,36,46,missed opportunity
441,m_46,p_73,during the match,right foot,11.22,-6.48,1,0,low,91,3,missed opportunity
442,m_175,p_100,during the match,left foot,15.21,17.21,4,1,medium,45,5,missed opportunity
443,m_180,p_130,during the match,right foot,10.97,-10.97,3,1,low,47,33,kick to the defense
444,m_97,p_142,during the match,head,4.24,0.75,2,0,medium,11,3,kick to the defense
445,m_209,p_138,during the match,head,2.49,0.25,1,0,medium,53,11,goal
446,m_11,p_154,during the match,left foot,16.96,-9.98,3,1,medium,47,19,kick to the defense
447,m_47,p_136,during the match,right foot,12.47,-9.23,1,0,low,81,3,missed opportunity
448,m_157,p_107,during the match,head,4.74,-0.75,2,0,low,69,19,goal
449,m_238,p_159,during the match,right foot,10.97,-8.98,2,0,high,39,11,kick to the defense
450,m_47,p_38,during the match,right foot,20.7,-11.22,2,1,medium,88,6,missed opportunity
451,m_160,p_97,during the match,right foot,10.47,-6.73,1,0,medium,61,14,goal
452,m_20,p_27,during the match,left foot,10.23,5.49,1,0,low,57,25,goalkeeper save
453,m_125,p_55,during the match,right foot,19.45,15.46,3,0,medium,6,44,kick to the defense
454,m_106,p_151,during the match,right foot,7.23,14.22,2,0,high,65,37,missed opportunity
455,m_16,p_36,during the match,right foot,8.48,-13.47,2,0,low,60,21,missed opportunity
456,m_58,p_119,during the match,left foot,10.47,13.22,1,0,medium,58,9,goal
457,m_119,p_10,during the match,right foot,28.43,12.97,2,0,medium,57,40,missed opportunity
458,m_46,p_2,during the match,right foot,11.97,7.73,2,0,medium,92,7,kick to the defense
459,m_239,p_140,during the match,right foot,8.23,5.24,1,0,low,78,17,goalkeeper save
460,m_154,p_96,during the match,right foot,18.95,-2.24,1,0,medium,79,39,goalkeeper save
461,m_102,p_94,during the match,head,8.98,-0.5,2,0,high,72,37,kick to the defense
462,m_2,p_127,during the match,right foot,3.24,7.48,1,0,high,22,14,goal
463,m_160,p_25,during the match,left foot,8.73,14.96,1,0,medium,52,10,goalkeeper save
464,m_36,p_105,during the match,right foot,19.7,15.71,2,0,medium,49,38,missed opportunity
465,m_191,p_103,during the match,right foot,23.44,12.47,4,2,medium,30,12,missed opportunity
466,m_19,p_75,during the match,right foot,20.45,-2.74,2,0,medium,84,46,kick to the defense
467,m_144,p_145,during the match,left foot,10.47,3.49,1,0,low,60,41,goal
468,m_100,p_58,during the match,left foot,18.21,-0.5,1,0,medium,4,10,goalkeeper save
469,m_1,p_58,during the match,left foot,5.49,4.24,1,0,low,44,39,goal
470,m_99,p_42,during the match,left foot,23.44,22.2,2,0,low,56,38,missed opportunity
471,m_128,p_42,during the match,right foot,10.23,9.98,3,0,high,92,58,kick to the defense
472,m_190,p_117,during the match,left foot,18.45,10.72,2,0,high,28,0,kick to the defense
473,m_117,p_151,during the match,left foot,6.98,6.98,3,1,low,89,37,goalkeeper save
474,m_162,p_21,during the match,right foot,20.7,2.0,2,0,low,46,32,kick to the defense
475,m_96,p_22,during the match,right foot,7.98,1.0,1,0,low,56,13,goalkeeper save
476,m_188,p_38,during the match,right foot,26.68,-3.99,2,0,medium,26,22,kick to the defense
477,m_32,p_23,during the match,left foot,4.24,-2.0,2,0,medium,80,50,kick to the defense
478,m_131,p_50,during the match,left foot,24.69,2.99,1,0,medium,86,24,goal
479,m_103,p_105,during the match,right foot,10.47,12.47,3,0,medium,12,28,kick to the defense
480,m_27,p_73,during the match,right foot,11.22,1.75,3,1,low,21,44,goalkeeper save
481,m_23,p_159,during the match,left foot,6.24,-2.24,1,0,medium,52,35,goalkeeper save
482,m_203,p_27,during the match,left foot,21.95,-8.23,2,0,low,44,57,missed opportunity
483,m_108,p_160,during the match,right foot,14.22,-0.75,1,0,medium,64,47,goalkeeper save
484,m_106,p_89,during the match,right foot,24.19,0.75,3,1,medium,22,11,kick to the defense
485,m_228,p_81,during the match,right foot,28.18,3.49,5,1,medium,58,32,missed opportunity
486,m_141,p_102,during the match,head,8.73,-3.99,3,0,high,3,55,goal
487,m_27,p_33,during the match,head,6.48,5.49,3,0,medium,26,22,goalkeeper save
488,m_219,p_133,during the match,left foot,4.99,-5.99,2,1,medium,62,9,kick to the defense
489,m_159,p_47,during the match,right foot,2.99,-9.48,1,0,low,69,18,goal
490,m_45,p_75,during the match,head,10.97,-4.99,2,0,low,12,52,goalkeeper save
491,m_232,p_144,during the match,right foot,11.47,1.75,3,0,medium,91,29,goal
492,m_171,p_141,during the match,left foot,11.97,11.72,1,0,medium,84,34,missed opportunity
493,m_128,p_36,during the match,right foot,13.97,-0.75,5,2,medium,31,4,kick to the defense
494,m_122,p_144,during the match,head,9.23,-1.25,1,0,medium,51,17,missed opportunity
495,m_113,p_133,during the match,left foot,8.48,-14.96,3,1,medium,58,24,kick to the defense
496,m_153,p_36,direct free kick,left foot,17.71,7.48,6,2,low,84,52,kick to the defense
497,m_213,p_132,during the match,head,7.23,-1.5,2,0,high,52,22,kick to the defense
498,m_24,p_20,during the match,right foot,12.22,-11.22,2,0,medium,45,56,kick to the crossbar
499,m_102,p_135,penalty,right foot,10.97,0.0,1,0,low,29,42,goalkeeper save
500,m_135,p_41,during the match,other,6.73,1.5,1,0,low,86,21,goal
501,m_130,p_15,during the match,left foot,10.97,4.74,1,0,low,9,10,missed opportunity
502,m_84,p_19,during the match,right foot,20.95,5.74,2,0,medium,51,49,missed opportunity
503,m_111,p_10,during the match,head,8.73,-2.99,1,0,medium,7,15,missed opportunity
504,m_192,p_38,during the match,head,11.22,-4.24,4,0,medium,67,14,kick to the defense
505,m_234,p_158,during the match,left foot,13.47,10.97,2,1,low,66,46,goalkeeper save
506,m_51,p_75,during the match,head,9.73,2.49,3,0,medium,76,23,kick to the defense
507,m_81,p_33,during the match,right foot,13.47,11.47,3,0,high,4,14,kick to the defense
508,m_102,p_25,during the match,head,10.72,4.49,2,0,medium,48,38,goalkeeper save
509,m_218,p_6,during the match,right foot,11.97,-2.49,2,0,low,92,6,goal
510,m_20,p_159,during the match,right foot,10.23,-14.22,5,1,medium,28,26,kick to the defense
511,m_34,p_67,direct free kick,right foot,31.92,2.74,3,1,low,69,9,missed opportunity
512,m_183,p_20,during the match,right foot,19.45,9.23,5,1,low,5,37,kick to the defense
513,m_125,p_56,during the match,left foot,10.23,10.47,1,0,medium,26,53,missed opportunity
514,m_86,p_35,during the match,head,13.22,8.98,1,0,medium,42,50,goalkeeper save
515,m_167,p_101,direct free kick,right foot,25.19,5.24,6,1,low,73,11,goalkeeper save
516,m_167,p_92,during the match,head,13.22,5.24,1,0,medium,74,30,missed opportunity
517,m_27,p_18,during the match,left foot,21.7,4.49,2,0,medium,65,35,goal
518,m_65,p_52,during the match,left foot,24.19,-16.21,2,0,low,40,25,missed opportunity
519,m_125,p_10,during the match,right foot,14.96,0.25,3,0,low,73,40,kick to the crossbar
520,m_203,p_22,during the match,head,9.23,-5.99,4,1,low,19,28,goal
521,m_24,p_151,during the match,head,8.48,-0.75,2,0,high,8,53,kick to the crossbar
522,m_92,p_142,during the match,right foot,19.45,15.71,2,0,medium,40,57,goal
523,m_8,p_119,during the match,left foot,18.95,-2.24,4,0,high,41,50,kick to the defense
524,m_102,p_130,during the match,right foot,9.98,-2.49,2,1,medium,58,34,kick to the defense
525,m_160,p_28,during the match,left foot,23.44,15.46,2,0,medium,51,48,missed opportunity
526,m_21,p_131,during the match,left foot,13.47,11.97,1,0,low,58,54,goal
527,m_154,p_108,during the match,left foot,12.72,-0.5,4,0,medium,91,29,missed opportunity
528,m_58,p_136,during the match,head,10.97,2.24,5,1,low,75,26,missed opportunity
529,m_133,p_75,during the match,right foot,12.97,-1.5,2,0,high,50,36,missed opportunity
530,m_165,p_55,during the match,right foot,50.13,1.0,4,2,low,26,51,missed opportunity
531,m_54,p_71,penalty,left foot,10.97,0.0,1,0,low,82,52,goal
532,m_130,p_131,during the match,right foot,4.49,-15.21,2,0,low,85,55,missed opportunity
